spelling,word
['tẽ.ˈdẽ.sjɐ'],tendência
['ɔ.bˈteɾ'],obter
['diʃ.ku.ˈtiɾ'],discutir
['iʃ.pi.ɾi.ˈtwaɫ'],espiritual
['ʒu.di.ˈsja.ɾju'],judiciário
['lɨ.ʒiʒ.lɐ.ˈti.vu'],legislativo
['i.zɨ.ku.ˈsɐ̃w̃'],execução
['ɐ.ˈveɾ'],haver
['ĩ.dɨ.pẽ.ˈdẽ.sjɐ'],independência
['Rɨ.vu.lu.sju.ˈnaɾ'],revolucionar
['dɨʃ.pɐ.ˈʃaɾ'],despachar
['mɐ.ˈdɾi.ɲɐ'],madrinha
['vɨ.ˈnɛ.ɾju'],venéreo
['ˈɐj.zi.tu'],êxito
['kõ.ˈkiʃ.tɐ'],conquista
['Rɨ.ɡu.ˈlaɾ'],regular
['e.ʒɨ.mu.ˈni.ɐ'],hegemonia
['su.pɨ.ɾju.ɾi.ˈda.dɨ'],superioridade
['aw.tu.ɾi.tɐ.ˈɾiʒ.mu'],autoritarismo
['pɾɨ.põ.dɨ.ˈɾɐ̃.sjɐ'],preponderância
['ɐjʃ.ˈpoʃ.tu'],exposto
['ẽ.kɐ̃.ˈtaɾ'],encantar
['ẽ.ˈkɾẽ.kɐ'],encrenca
['ˈkaɫ.vɐ'],calva
['ɡɾɐ.vi.ˈdeʃ'],gravidez
['sub.mɨ.ˈteɾ'],submeter
['fɐɾ.ˈpɛ.lɐ'],farpela
['ˈfa.Rɐ'],farra
['ˈɡaj.u'],gaio
['ɡɐ.bɐ.ˈɾɔ.lɐ'],gabarola
['ɐp.ti.ˈdɐ̃w̃'],aptidão
['ˈɡɾu.dɨ'],grude
['kuʃ.ˈpiɾ'],cuspir
['pɾu.tɨʃ.tɐ̃.ˈtiʒ.mu'],protestantismo
['u.ˈɾɐ.nju'],urânio
['nɛˈp.tu.nju'],neptúnio
['plu.ˈtɔ.nju'],plutónio
['fu.ˈzi.vɛɫ'],fusível
['ˈku.ɾju'],cúrio
['bɨɾ.ˈkɛ.lju'],berquélio
['ˈRiʃ.pi.du'],ríspido
['ɐ̃.bi.sju.ˈnaɾ'],ambicionar
['ɐjʃ.kɾɨ.ˈmẽ.tu'],excremento
['dɨ.vɐ.ˈnɐj.u'],devaneio
['Rɨʃ.pɐj.ˈta.vɛɫ'],respeitável
['ˈdi.ɡnu'],digno
['ˈɡnɔ.zɨ'],gnose
['ɐ̃.tɨ.pɾu.ˈʒɛ.tu'],anteprojeto
['ɐ.kjɛʃ.ˈsẽ.sjɐ'],aquiescência
['bɐ.ˈda.lu'],badalo
['ˈbaɾ.du'],bardo
['bu.li.ˈnaɾ'],bolinar
['mɐ.ki.nɐ.ˈsɐ̃w̃'],maquinação
['pɾu.ˈzaj.ku'],prosaico
['ˈpɾɔ.zɐ'],prosa
['ĩ.tɨɾ.mi.ˈtẽ.tɨ'],intermitente
['ˈʒoj.u'],joio
['ˈfɛɾ.mju'],férmio
['mẽ.dɨ.ˈlɛ.vju'],mendelévio
['law.ˈɾẽ.sju'],laurêncio
['kõ.ˈseɾ.tu'],conserto
['Ru.tɛɾ.ˈfɔɾ.dju'],rutherfórdio
['ˈbɔ.ɾju'],bóhrio
['ˈa.sju'],hássio
['mɐjt.ˈnɛ.ɾju'],meitnério
['mi.zɨ.ˈɾa.vɛɫ'],miserável
['miʃ.ˈtɛ.ɾju'],mistério
['ɐ̃.bi.ˈdɛʃ.tɾu'],ambidestro
['fɾɨʃ.ˈku.ɾɐ'],frescura
['ɐ̃.bi.dɛʃ.ˈtɾi.ɐ'],ambidestria
['mu.ˈʃi.lɐ'],mochila
['pɾu.vu.ˈkaɾ'],provocar
['fuɾ.ˈsaɾ'],forçar
['iʃ.tuɾ.ˈvaɾ'],estorvar
['ɐ.lɐʃ.ˈtɾaɾ'],alastrar
['tuɾ.si.ˈkɔ.lu'],torcicolo
['nu.ˈʒẽ.tu'],nojento
['ɔ.ku.ˈpa.du'],ocupado
['u.nũ.ˈni.lju'],ununnílio
['mɐ.ˈkũ.bɐ'],macumba
['iʃ.ˈkeɾ.du'],esquerdo
['iʃ.ˈkeɾ.dɐ'],esquerda
['i.va.ˈzi.vu'],evasivo
['i.ˈti.u.pɨ'],etíope
['pɐ.ˈtuʃ.ku'],patusco
['su.bɾɐ̃.ˈsɐj.ɾu'],sobranceiro
['ˈpɾɔ.lu.ɡu'],prólogo
['sĩ.ti.ˈlaɾ'],cintilar
['du.pli.si.ˈda.dɨ'],duplicidade
['ˈfɔɾ.tɨ'],forte
['kõʃ.tɾu.ˈiɾ'],construir
['Rjɐ.li.ˈzaɾ'],realizar
['ĩ.tɨ.li.ˈʒi.vɛɫ'],inteligível
['kuɾ.tɐ.ˈdoɾ'],cortador
['ẽ.kɐ.dɨɾ.nɐ.ˈdoɾ'],encadernador
['ʃũ.ˈbaɾ'],chumbar
['ˈpi.lɐ'],pila
['kõ.sɨ.ˈkwẽ.sjɐ'],consequência
['kõ.sɨ.ˈkwẽ.tɨ'],consequente
['Rɨ.ʒju.nɐ.ˈliʒ.mu'],regionalismo
['vu.ˈka.bu.lu'],vocábulo
['pɾu.vĩ.sjɐ.ˈniʒ.mu'],provincianismo
['kɐ.ˈlɐ̃w̃'],calão
['mɐɾ.ʒi.nɐ.li.ˈda.dɨ'],marginalidade
['ɐ.fli.ˈsɐ̃w̃'],aflição
['ĩ.pɾɨ.ˈsoɾ'],impressor
['dɨ.pẽ.ˈdeɾ'],depender
['ɐ.vẽ.ˈtu.ɾɐ'],aventura
['ˈvi.ɾuʃ'],vírus
['fɐ̃.tu.ˈʃa.dɐ'],fantochada
['pɐ.ʎɐ.ˈsa.dɐ'],palhaçada
['pɐ.ˈʎa.su'],palhaço
['ˈmaɾ.ti'],Marte
['ˈkaw.lɨ'],caule
['ku.Ruˈp.tɛ.lɐ'],corruptela
['bi.lɐ.tɨ.ˈɾaɫ'],bilateral
['pɐ.ˈti.fɨ'],patife
['ɐ.ˈbu.zu'],abuso
['ɐd.mi.ɾɐ.ˈsɐ̃w̃'],admiração
['ɐ̃.ti.pɐ.ˈti.ɐ'],antipatia
['ɡɾɐ.vɐ.ˈdoɾ'],gravador
['bɐ̃.ˈdɔ'],bandó
['ˈpjɔɾ'],pior
['pi.ˈzaɾ'],pisar
['u.tɨ.li.ˈda.dɨ'],utilidade
['Rɨ.kõ.ˈpẽ.sɐ'],recompensa
['Rɨ.flɛ.ˈsɐ̃w̃'],reflexão
['pɨɾ.ˈɡũ.tɐ'],pergunta
['Rɨ.ˈsɐj.u'],receio
['lɛ.ksi.ku.ɡɾɐ.ˈfi.ɐ'],lexicografia
['kɾu.ku.ˈdi.lu'],crocodilo
['ni.i.ˈliʒ.mu'],niilismo
['ˈkɐ̃.ɡɐ'],canga
['Rɨ.kaɫ.si.ˈtɾɐ̃.tɨ'],recalcitrante
['pɾɨ.tẽ.ˈsɐ̃w̃'],pretensão
['ˈbi.tu'],âmbito
['kõ.dɨ.ˈnaɾ'],condenar
['puɾ.ˈta.dɐ'],portada
['Rɐ.ˈvi.nɐ'],ravina
['blɐʃ.fɨ.ˈmaɾ'],blasfemar
['Rɐ.ˈpi.nɐ'],rapina
['dɐ.ˈna.du'],danado
['tuɾ.ˈmẽ.tu'],tormento
['kɐɾ.ˈnaɫ'],carnal
['sub.ʒu.ˈɡaɾ'],subjugar
['Rɐ.ˈʒa.dɐ'],rajada
['ˈɡɾow'],grou
['ljaɫ.ˈda.dɨ'],lealdade
['du.mi.ˈnaɾ'],dominar
['iʒ.ˈmɔ.lɐ'],esmola
['sẽ.ˈswaɫ'],sensual
['ˈɡɾu.ɐ'],grua
['kõ.ˈtoɾ.nu'],contorno
['dɨ.li.mi.ˈtaɾ'],delimitar
['Rɨ.ˈsĩ.tu'],recinto
['ˈɡɾi.tu'],grito
['iʃ.ˈtɾɐj.tu'],estreito
['ˈlɛw'],léu
['pjɛ.ˈdo.zu'],piedoso
['fu.ˈɡaʃ'],fugaz
['ˈpɾɐ̃.tu'],pranto
['ɐ.ˈmɐ̃.tɨ'],amante
['dɨʃ.kõ.ˈfoɾ.tu'],desconforto
['ˈaʃ.pɨ.ɾu'],áspero
['i.mi.ˈtaɾ'],imitar
['Rɐ.ˈpo.zɐ'],raposa
['u.ˈRi.vɛɫ'],horrível
['i.zɐ.mi.ˈnaɾ'],examinar
['ɐ.lɔ.ˈʒɛ.nju'],halogéneo
['kõ.dɨ.nɐ.ˈtɔ.ɾju'],condenatório
['kɐ.ɾi.ˈda.dɨ'],caridade
['ĩ.kɾi.mi.ˈnaɾ'],incriminar
['dɨ.ˈfɾõ.tɨ'],defronte
['pɨ.ˈzaɾ'],pesar
['mɨ.ɾɨ.ˈseɾ'],merecer
['ʒi.ˈɾaɾ'],girar
['i.ˈmẽ.su'],imenso
['di.la.ˈsɐ̃w̃'],dilação
['dɨ.ˈlõ.ɡɐ'],delonga
['sẽ.ˈtẽ.sɐ'],sentença
['ˈfũ.du'],fundo
['kaɫ.ˈkaɾ'],calcar
['ɔɾ.nɐ.mẽ.ˈtaɾ'],ornamentar
['ˈɡi.ɐ'],guia
['ʃu.ˈɾo.zu'],choroso
['kɐ̃.ˈsa.du'],cansado
['ʒuɾ.ˈna.dɐ'],jornada
['pu.ˈtẽ.tɨ'],potente
['iʃ.ku.ɾɨ.ˈseɾ'],escurecer
['tẽ.pɨʃ.ˈtwo.zu'],tempestuoso
['ẽ.ʃu.ˈRa.dɐ'],enxurrada
['bɐ.ˈRɐ̃.ku'],barranco
['lɐ.ˈmẽ.tu'],lamento
['vɨɾ.dɐ.ˈdɐj.ɾu'],verdadeiro
['ˈa.ɡjɐ'],águia
['kõ.ˈdoɾ'],condor
['fiʃ.kɐ.li.zɐ.ˈsɐ̃w̃'],fiscalização
['ˈaɾ.bi.tɾu'],árbitro
['ẽ.ˈdɔ.ʒɨ.nu'],endógeno
['bɐ.ˈli.zɐ'],baliza
['bɐ̃.ˈka.dɐ'],bancada
['ˈleʒ.mɐ'],lesma
['dɨ.ɾi.ˈʒi.vɛɫ'],dirigível
['ɐ.ɛ.ˈɾɔ.stɐ.tu'],aeróstato
['pɾɐ.ˈtja.du'],prateado
['vi.ˈtɾaɫ'],vitral
['mɨ.nuʃ.pɾɨ.ˈzaɾ'],menosprezar
['dɨʒ.li.ˈɡaɾ'],desligar
['dɨʃ.pɨ.ˈʒaɾ'],despejar
['ˈɡõ.ɡu'],gongo
['ˈta.lɐ'],tala
['Rɨ.lɐ.ˈtɔ.ɾju'],relatório
['ˈdɐ.nu'],dano
['ku.Rõ.ˈpeɾ'],corromper
['ɐ.Rwi.ˈnaɾ'],arruinar
['dɐ.ni.fi.ˈkaɾ'],danificar
['ĩ.vɨɾ.ˈno.zu'],invernoso
['ĩ.fɨɾ.ˈnaɫ'],infernal
['kɐʃ.ˈti.ɡu'],castigo
['li.ˈɡa.du'],ligado
['ɐ.paɫ.ˈpaɾ'],apalpar
['ẽ.saj.ˈaɾ'],ensaiar
['ʃɐ.ɾi.va.ˈɾi'],charivari
['ɡɐ.ˈRɔ.tɨ'],garrote
['kõ.tẽ.ˈplaɾ'],contemplar
['iʃ.ˈpɛ.tɾu'],espectro
['ˈpu.mɐ'],puma
['tẽ.pu.ˈɾa.ɾju'],temporário
['ˈsɛ.kɐ'],seca
['i.ʒɐ.ku.lɐ.ˈsɐ̃w̃'],ejaculação
['i.ʒɐ.ku.ˈlaɾ'],ejacular
['Rɨ.pu.ˈdjaɾ'],repudiar
['jɛ.ɾɐɾ.ˈki.ɐ'],hierarquia
['ɐ.ɡɾi.kuɫ.ˈtu.ɾɐ'],agricultura
['bɾu.ˈka.du'],brocado
['ka.bɔ.ˈɡɾɐ.mɐ'],cabograma
['pɐɾ.ˈvwi.sɨ'],parvoíce
['kɐ.zɐ.ˈmẽ.tu'],casamento
['mi.ˈzɔ.ʒi.nu'],misógino
['kɐɾ.tu.ˈna.ʒɐ̃j̃'],cartonagem
['ɐ.kɐ.bɐ.ˈmẽ.tu'],acabamento
['ẽ.kɐ.dɨɾ.nɐ.ˈsɐ̃w̃'],encadernação
['pu.zi.ti.ˈviʒ.mu'],positivismo
['bɨ.nɨ.ˈmɛ.ɾi.tu'],benemérito
['dɨ.zi.ɡwaɫ.ˈda.dɨ'],desigualdade
['fu.ðeɾ'],foder
['kõ.sɨ.ˈdeɾ'],conceder
['aw.si.ˈljaɾ'],auxiliar
['su.ku.ˈReɾ'],socorrer
['ɐ.ku.ˈdiɾ'],acudir
['i.nɨɾ.ˈvaɾ'],enervar
['Rɨ.ti.ˈɾaɾ'],retirar
['iʃ.ti.mu.ˈlaɾ'],estimular
['ĩ.pɾi.ˈmiɾ'],imprimir
['pɐ.ʒi.nɐ.ˈsɐ̃w̃'],paginação
['fɔ.tɔ.kõ.pu.zi.ˈsɐ̃w̃'],fotocomposição
['kõ.pu.zi.ˈsɐ̃w̃'],composição
['ˈmuɫ.tɐ'],multa
['ɐ.nu.ni.ˈma.tu'],anonimato
['ʃɐ.ˈsi.nɐ'],chacina
['iʃ.tɾu.tu.ˈɾaɾ'],estruturar
['ɐ.sɨɾ.ˈti.vu'],assertivo
['pɾu.fi.sju.ˈnaɫ'],profissional
['i.dẽ.ti.fi.kɐ.ˈsɐ̃w̃'],identificação
['su.ˈva.ku'],sovaco
['ĩ.fɨ.li.si.ˈda.dɨ'],infelicidade
['mu.ˈdɐ̃.sɐ'],mudança
['pɾu.ɡɾɨ.ˈsiʃ.tɐ'],progressista
['pɾu.ɡɾɨ.ˈsi.vu'],progressivo
['ɐ̃.ˈsɐj.u'],anseio
['ˈkɐ̃.sɛɾ'],câncer
['tɾɐ̃.zi.ˈsɐ̃w̃'],transição
['pɾɨ.pu.zi.ˈsɐ̃w̃'],preposição
['ˈRɛ.ɡɾɐ'],regra
['mi.nɨ.ˈɾaɫ'],mineral
['Ra.dju.a.ˈti.vu'],radioativo
['kõ.kuɾ.ˈdɐ̃.sjɐ'],concordância
['di.fɨ.ɾẽ.ˈsjaɾ'],diferenciar
['di.fɨ.ˈɾẽ.sɐ'],diferença
['ˈow.tɾu'],outro
['plu.ˈɾaɫ'],plural
['ẽ.bɐ.ˈla.ʒɐ̃j̃'],embalagem
['u.tẽ.ˈsi.lju'],utensílio
['vɨʃ.ˈti.du'],vestido
['fɨ.ˈʃa.du'],fechado
['ɡi.ʎu.ˈti.nɐ'],guilhotina
['ĩ.pɾɨ.ˈsɐ̃w̃'],impressão
['kuɾ.ˈtɐ̃.tɨ'],cortante
['u.mɨ.ˈna.ʒɐ̃j̃'],homenagem
['ĩ.ˈtɛɾ.nu'],interno
['sɐ.ˈla.ɾju'],salário
['ˈmɐj.u'],meio
['mɐ.ˈʒi.ɐ'],magia
['ɐ.ɡnɔʃ.ti.ˈsiʒ.mu'],agnosticismo
['dɨ.nu.ˈtaɾ'],denotar
['Rɐ.ti.fi.ˈkaɾ'],ratificar
['aw.ˈɾɔ.ɾɐ'],aurora
['ĩ.ˈduʃ.tɾjɐ'],indústria
['fũ.ˈsɐ̃w̃'],função
['ˈfaɫ.tɐ'],falta
['pɾu.ʒɛ.ˈsɐ̃w̃'],projeção
['awʃ.ˈtɾaɫ'],austral
['pɾu.ʒɛ.ˈtaɾ'],projetar
['ˈlaɾ'],lar
['ˈʒo.ɡu'],jogo
['kõ.ˈsɐj.tu'],conceito
['ˈto.du'],todo
['nɨ.ˈɡɔ.sju'],negócio
['ĩ.fuɾ.ˈtu.nju'],infortúnio
['i.dju.ˈlɔ.ʒi.ku'],ideológico
['ˈdẽ.tɾu'],dentro
['ˈkɐ̃.pu'],campo
['ˈka.zu'],caso
['ˈpo.tɾu'],potro
['dɨʒ.ˈɡɾa.sɐ'],desgraça
['fi.zju.lu.ˈʒi.ɐ'],fisiologia
['ˈpɾɔ.pɾju'],próprio
['i.kɔ.nu.ˈmiʃ.tɐ'],economista
['ku.mɨɾ.ˈsjɐ̃.tɨ'],comerciante
['ˈkwa.lɐ'],coala
['bɔɾ.ˈdo'],bordeaux
['aw.tu.nu.ˈmi.ɐ'],autonomia
['ĩʃ.tĩ.ˈti.vu'],instintivo
['pu.tẽ.ˈsjaɫ'],potencial
['ɐ.nɔ.ɾɛ.ˈksi.ɐ'],anorexia
['ɐ.vɨɾ.ˈsɐ̃w̃'],aversão
['Rɨ.pu.ˈɡnɐ̃.sjɐ'],repugnância
['pɨ.ˈdɛʃ.tɾɨ'],pedestre
['ˈRaj.vɐ'],raiva
['ɡɾɐ.ˈvaɾ'],gravar
['nɔɾ.maɫ.ˈmẽ.tɨ'],normalmente
['mɐj.ˈɔɾ'],maior
['dɨ.ku.ɾɐ.ˈti.vu'],decorativo
['lu.ˈʃwo.zu'],luxuoso
['ẽ.kɐ.dɨɾ.ˈnaɾ'],encadernar
['ɐ.Rɨ.mɨ.ˈteɾ'],arremeter
['ˈlɛʃ.tɨ'],leste
['ɐjʃ.tɨ.ˈɾjoɾ'],exterior
['i.nu.vɐ.ˈsɐ̃w̃'],inovação
['ˈpɾa.zu'],prazo
['vɨ.ˈdaɾ'],vedar
['kõ.ˈfjɐ̃.sɐ'],confiança
['subˈ.ʃtɐ̃.sjɐ'],substância
['kõ.puɾ.tɐ.ˈmẽ.tu'],comportamento
['mɐ.ˈɾi.ɲɐ'],marinha
['vuɫ.ˈɡaɾ'],vulgar
['ɐ.Ru.ˈɡɐ̃.sjɐ'],arrogância
['ɐ.vɐ.ˈɾe.zɐ'],avareza
['ˈɡu.lɐ'],gula
['ĩ.ˈvɐj.ʒɐ'],inveja
['ˈi.ɾɐ'],ira
['pɾɨ.ˈɡi.sɐ'],preguiça
['dɨ.di.ˈkaɾ'],dedicar
['ti.ˈɾaɾ'],tirar
['ˈmɛ.tu.du'],método
['i.ˈvẽ.tu'],evento
['tɾɐ̃ʃ.pɐ.ˈɾẽ.tɨ'],transparente
['ku.ˈRup.tu'],corrupto
['dɨ.zẽ.voɫ.ˈveɾ'],desenvolver
['ˈĩ.du.lɨ'],índole
['su.ˈpɾɐ.nu'],soprano
['u.mi.ˈsi.dju'],homicídio
['ɛɾ.ɡu.nu.ˈmi.ɐ'],ergonomia
['Rɨʃ.ˈpoʃ.tɐ'],resposta
['ɐ.du.ˈɾaɾ'],adorar
['psi.kɔ.su.ˈma.ti.ku'],psicossomático
['ʒɐ.ˈsẽ.tɨ'],jacente
['ɐ.ki.zi.ˈti.vu'],aquisitivo
['ɐ.pli.ˈkaɾ'],aplicar
['kũ.ˈpɾiɾ'],cumprir
['aɫ.ˈkwɔ.lɐ.tɾɐ'],alcoólatra
['di.fɨ.ˈɾẽ.tɨ'],diferente
['pɾɨ.zi.ˈdẽ.tɨ'],presidente
['bɐ.ˈzaɾ'],bazar
['iʃ.tu.ˈpoɾ'],estupor
['ˈdja.fɐ.nu'],diáfano
['ɐ.pli.kɐ.ˈsɐ̃w̃'],aplicação
['ˈfɛʃ.tɐ'],festa
['pɾɨ.ˈzẽ.sɐ'],presença
['diʃ.ˈtɐ̃.sjɐ'],distância
['pɾu.ˈpɔ.zi.tu'],propósito
['dɨ.fi.kuɫ.ˈda.dɨ'],dificuldade
['ĩ.ˈsi.ɡnɨ'],insigne
['kõ.fũ.ˈdiɾ'],confundir
['ku.mɨ.ˈteɾ'],cometer
['ˈa.lu'],halo
['mɨ.ɾɨ.ˈsi.du'],merecido
['i.mɨ.ɾɨ.ˈsi.du'],imerecido
['li.bɨ.ɾɐ.li.ˈda.dɨ'],liberalidade
['bɨ.nɨ.vu.ˈlẽ.sjɐ'],benevolência
['mɐ.ˈli.ɡnu'],maligno
['ɐ.ɡi.ˈʎɐ̃w̃'],aguilhão
['ɐ.fɛ.ˈtwo.zu'],afetuoso
['ɐ.ku.ˈʎeɾ'],acolher
['e.mi.ˈnẽ.tɨ'],eminente
['i.mi.ˈnẽ.tɨ'],iminente
['mi.ˈsɐ̃w̃'],missão
['ˈĩ.ti.mu'],íntimo
['ɔbʃ.kuɾɨˈseɾ'],obscurecer
['sɨɾ.ˈte.zɐ'],certeza
['su.fɨ.ˈsjẽ.sjɐ'],suficiência
['mɨʃ.ki.ˈɲeʃ'],mesquinhez
['iʃ.pɛ.ˈta.ku.lu'],espetáculo
['ɐ.puʃ.tu.ˈla.du'],apostolado
['pɾu.fɨ.ˈsaɾ'],professar
['sɐˈtuɾnu'],Saturno
['ˈfɔ.kɐ'],foca
['ɔɫ.ˈfa.tu'],olfato
['pɐ.lɐ.ˈdaɾ'],paladar
['ˈla'],lá
['paj.ˈʃɐ̃w̃'],paixão
['ˈRɐ.mɐ'],rama
['kõ.fɨ.ˈɾiɾ'],conferir
['ɔɾ.ɡɐ.ni.zɐ.ˈsɐ̃w̃'],organização
['pɐ.ˈɾa.ɡɾɐ.fu'],parágrafo
['ˈRɛ'],ré
['ˈfa'],fá
['kõ.ˈtɾaɫ.tu'],contralto
['tɨ.ˈnoɾ'],tenor
['bɐ.ˈɾi.tu.nu'],barítono
['diʃ.ˈpoɾ'],dispor
['kwe.ˈɾẽ.tɨ'],coerente
['u.ˈnɛʃ.tu'],honesto
['ˈsaw.nɐ'],sauna
['di.vi.ˈzaɾ'],divisar
['kɐɾ.ˈni.vu.ɾu'],carnívoro
['dɨʃ.ti.ˈnaɾ'],destinar
['kõ.tɾa.ˈsɐ̃w̃'],contração
['tɨɾ.ˈtu.ljɐ'],tertúlia
['tu.ˈRɐ̃w̃'],torrão
['ɐ.ˈRoj.u'],arroio
['aɫ.ˈvi.tɾɨ'],alvitre
['ĩʃ.tɾu.ˈmẽ.tu'],instrumento
['dɨ.kɐ.pi.ˈtaɾ'],decapitar
['dɨʒ.li.ˈzaɾ'],deslizar
['mi.ˈnuʃ.ku.lu'],minúsculo
['ĩ.tɨ.ˈɡɾaɾ'],integrar
['ˈmaɾ.ʃɐ'],marcha
['ɐ.ˈdjaɾ'],adiar
['ˈjɐ̃w̃'],ião
['ow.ˈɾi.su'],ouriço
['ɐɾ.ti.ku.ˈla.du'],articulado
['ẽ.ˈtɐ̃w̃'],então
['ˈsɛɾ.tu'],certo
['ˈveʃ'],vez
['lɨ.tɐɾ.ˈʒi.ɐ'],letargia
['dɨ.ˈzɛɾ.tu'],deserto
['tɾɨ.ˈmoɾ'],tremor
['sjẽ.ˈtiʃ.tɐ'],cientista
['ɐ.ˈbaj.ʃu'],abaixo
['ˈbɾa.sɐ'],braça
['mɐ.ˈtɛ.ɾjɐ'],matéria
['ˈsẽ.pɾɨ'],sempre
['su.pɨ.ˈɾjoɾ'],superior
['ɐ.paɾ.ˈtajd'],apartheid
['ɐ.ɾiʃ.tu.kɾɐ.ˈsi.ɐ'],aristocracia
['ɐɾ.ˈbuʃ.tu'],arbusto
['lɐ.ˈmu.ɾjɐ'],lamúria
['flu.ˈɾe.tɨ'],florete
['ʒɛ.ɔ.ˈdɛ.zi.ku'],geodésico
['ɐ̃.bi.ˈsjo.zu'],ambicioso
['sɨ.ˈkɾɛ.tu'],secreto
['mɐ.ˈnɐj.ɾɐ'],maneira
['i.nɨ.ˈɾẽ.tɨ'],inerente
['ẽ.tẽ.di.ˈmẽ.tu'],entendimento
['Rɨʃ.ˈpɐj.tu'],respeito
['ˈow.tɾɐ̃j̃'],outrem
['pɾuʃ.pɨ.ɾi.ˈda.dɨ'],prosperidade
['tɛk.nu.ˈlɔ.ʒi.ku'],tecnológico
['ˈmɔ.du'],modo
['ɔɾ.ˈɡaʒ.mu'],orgasmo
['ˈRɛ.kwɐ'],récua
['sɨ.lɛ.ˈsɐ̃w̃'],seleção
['sɐ.ˈlu.bɾɨ'],salubre
['ɐb.su.lu.ˈtiʒ.mu'],absolutismo
['fu.ˈɾũ.ku.lu'],furúnculo
['sɨ.pɐ.ɾɐ.ˈsɐ̃w̃'],separação
['pɨɾ.mi.ˈtiɾ'],permitir
['mɐ.ˈʎa.du'],malhado
['ˈlõ.ɡu'],longo
['fũ.di.ˈsɐ̃w̃'],fundição
['tu.ˈmaɾ'],tomar
['ʒɨ.ˈɾaɫ'],geral
['ti.pu.ˈɡɾa.fi.ku'],tipográfico
['pɨ.nɨ.ˈtɾɐ̃.tɨ'],penetrante
['pɨ.ˈɾi.ɡu'],perigo
['Rɨ.pɾu.du.ˈziɾ'],reproduzir
['kõ.tɐˈk.taɾ'],contactar
['ˈti.ɐ'],tia
['i.ˈda.dɨ'],idade
['kwɐ̃.ˈti.ɐ'],quantia
['ˈmaɾ.kɐ'],marca
['pɨɾ.fu.ˈɾaɾ'],perfurar
['ɐ.ˈpe.nɐʃ'],apenas
['Rɨ.ˈkɔɾ.tɨ'],recorte
['mu.dɛɾ.nɐ.ˈmẽ.tɨ'],modernamente
['Rɨ.ˈveɾ'],rever
['ˈkwaɫ'],qual
['pɨɾʃ.pi.ˈkaʃ'],perspicaz
['diʃ.ˈkuɾ.su'],discurso
['ɐjʃ.pɾɨ.ˈsaɾ'],expressar
['nu.ˈkljaɾ'],nuclear
['ku.lu.ni.ˈzaɾ'],colonizar
['ku.lu.ˈnjaɫ'],colonial
['kuʃ.ˈtu.mɨ'],costume
['ˈu.niɾ'],unir
['iʃ.pɨ.ˈsi.fi.ku'],específico
['dɨʃ.ˈtɾe.zɐ'],destreza
['dɨ.zi.ˈɡnaɾ'],designar
['iʃ.pɨ.sjɐ.li.ˈda.dɨ'],especialidade
['ɐjʃ.tɾɐ.ˈiɾ'],extrair
['ɐ.ˈlaɾ.dɨ'],alarde
['ˈtaɾ.dɨ'],tarde
['Rɨ.fɐj.ˈsɐ̃w̃'],refeição
['sẽ.sɐ.ˈsɐ̃w̃'],sensação
['ɔ.pu.zi.ˈsɐ̃w̃'],oposição
['bɐ.ˈɾa.tu'],barato
['ku.ˈRẽ.tɨ'],corrente
['kõ.pɐ.ɾɐ.ˈsɐ̃w̃'],comparação
['ku.ˈlo.nu'],colono
['kɾi.ɐ.ˈsɐ̃w̃'],criação
['ˈkwa.zɨ'],quase
['kõ.pɐ.ˈɲi.ɐ'],companhia
['ˈpõ.tɐ'],ponta
['ɡlɐ.ˈsjaɫ'],glacial
['ɡlɐ.sj.ɐ.ˈsɐ̃w'],glaciação
['ɡlɐ.ˈsja.ɾju'],glaciário
['ʒju.lu.ˈʒi.ɐ'],geologia
['ʒju.ˈlɔ.ʒi.ku'],geológico
['bɾi.ˈʎɐ̃.tɨ'],brilhante
['kõ.vi.ˈksɐ̃w̃'],convicção
['pɐɾ.ˈti.du'],partido
['kõ.ˈse.ʎu'],conselho
['nu.ˈti.sjɐ'],notícia
['ˈsɔ.lu'],solo
['ẽ.ˈpɾe.ɡu'],emprego
['fu.ˈzɐ̃w̃'],fusão
['ɐ.pɾẽ.di.ˈza.du'],aprendizado
['ɐ.pɾu.vɐ.ˈsɐ̃w̃'],aprovação
['diʃ.ku.ˈsɐ̃w̃'],discussão
['i.lɐj.ˈsɐ̃w̃'],eleição
['aɫ.ˈtu.ɾɐ'],altura
['sɨ.ˈɾjaɫ'],cereal
['ɡwɐɾ.ˈdaɾ'],guardar
['tɐ.ˈɾɛ.fɐ'],tarefa
['puɾ.tɐ.ˈɾi.ɐ'],portaria
['su.ˈsɛ.su'],sucesso
['ɐjʃ.tɾɨ.mi.ˈda.dɨ'],extremidade
['ˈkõ.tɐ'],conta
['ɐ.ɛ.ɾɔ.di.ˈnɐ.mi.kɐ'],aerodinâmica
['ɐ.ɛ.ɾɔ.di.ˈnɐ.mi.ku'],aerodinâmico
['few.ˈdaɫ'],feudal
['ˈfew.du'],feudo
['ẽ.ˈpɾe.zɐ'],empresa
['ˈsĩ.plɨʃ'],simples
['kɐ.dɐ.ˈfaɫ.su'],cadafalso
['ˈfoɾ.kɐ'],forca
['ɐ.ˈba.dɨ'],abade
['u.nu.ˈɾi.fi.ku'],honorífico
